"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A31","Experimental characterisation of fatigue damage in single Z-pins","Z-pins have been shown to significantly improve delamination resistance and impact strength of carbon fibre reinforced (CFRP) composites. In this paper, an experimental investigation of the influence of different fatigue parameters (mean opening/sliding displacement, amplitude, frequency, number of cycles) on the through-thickness reinforcement (TTR) is presented. For mode I, it is shown that the degradation on pin behaviour during fatigue is mostly affected by the applied displacement amplitude. The degradation is primarily caused by surface wear. Due to the brittleness of the Z-pins, mode II fatigue does not have a significant effect for very small sliding displacements. Exceeding a critical displacement causes the pin to rupture within the very first cycles.","A. 3-Dimensional reinforcement,B. Wear,C. Fatigue,D. Microstructural analysis","F.Warzokab,G.Allegria,M.Gudeb,S.R.Halletta","Composites Part A: Applied Science and Manufacturing","https://doi.org/10.1016/j.compositesa.2016.03.023","https://www.sciencedirect.com/science/article/pii/S1359835X16300409"
"A32","Delamination and transverse crack growth prediction for laminated composite plates and shells","Based on the extended layerwise method (XLWM) (Li, 2016; Li et al., 2015) and virtual crack closure technique (VCCT), a VCCT-XLWM method is proposed to predict the delamination and transverse crack growth of laminated composite plates and shells. In the VCCT–XLWM method, the laminated composite plates and shells with delamination and transverse crack are simulated by the XLWM method, and the strain energy release rate (SERR) along the delamination front is calculated by the VCCT. The moving delamination front with an arbitrary and changing shape is traced by an algorithm presented by Xie and Biggers (2006), and delamination growth is predicted by a mixed-mode fracture criterion.","Composites,Extended layerwise theory,Virtual crack closure technique,Delamination,Transverse crack","D.H.Li","Computers & Structures","https://doi.org/10.1016/j.compstruc.2016.07.011","https://www.sciencedirect.com/science/article/pii/S0045794916300876"
"A33","Cohesive/adhesive failure interaction in ductile adhesive joints Part I: A smeared-crack model for cohesive failure","This paper proposes a new methodology for the finite element (FE) modelling of failure in adhesively bonded joint. Unlike current methods, cohesive and adhesive failures are treated separately. Initial results show the method<U+05F3>s ability to give accurate prediction of failure of adhesive joints subjected to thickness-induced constraint and complex multi-axial loading using a single set of material parameters. The present paper (part I), focuses on the development of a smeared-crack model for cohesive failure. Model verification and validation are performed comparing the model predictions with experimental data from 3 point bending End Notched Flexure (3ENF) and Double Cantilever Beam (DCB) fracture tests conducted on adhesively bonded composite panels of different adhesive thicknesses.","Smeared-crack modelling,Ductile adhesive,Thickness effect,Cohesive failure","Jonathan P.-H.Belnoue,Stephen R.Hallett","International Journal of Adhesion and Adhesives","https://doi.org/10.1016/j.ijadhadh.2016.03.009","https://www.sciencedirect.com/science/article/pii/S0143749616300562"
"A34","A novel method for fatigue delamination simulation in composite laminates","This paper presents a FEM model for the simulation of delamination in composite materials under fatigue loads using extended cohesive interface elements. A virtual fatigue damage variable is proposed to continually locate the crack tip elements with local element information only. The proposed method allows for a fully automatic identification of crack tip elements without any global information. Once crack tip elements are identified, the fatigue damage accumulation is determined by a modified Paris-law with a strain energy release rate correction method to reduce mesh sensitivity. The predicted delamination growth rates of different mesh sizes were compared with experimental results from open literature using a mode-I Double Cantilever Beam specimen and a mode-II 4-point End Notch Flexure specimen respectively. In all cases good agreement was obtained with weak mesh dependency.","Fatigue,Delamination,FEM,Mesh sensitivity","ChongcongTao,JinhaoQiu,WeixingYao,HongliJi","Composites Science and Technology","https://doi.org/10.1016/j.compscitech.2016.03.016","https://www.sciencedirect.com/science/article/pii/S026635381630104X"
"A35","XFEM simulation of delamination in composite laminates","In this paper, the extended finite element method (XFEM) is extended to simulate delamination problems in composite laminates. A crack-leading model is proposed and implemented in the ABAQUS® to discriminate different delamination morphologies, i.e., the 0°/0° interface in unidirectional laminates and the 0°/90° interface in multidirectional laminates, which accounts for both interlaminar and intralaminar crack propagation. Three typical delamination problems were simulated and verified. The results of single delamination in unidirectional laminates under pure mode I, mode II, and mixed mode I/II correspond well with the analytical solutions. The results of multiple delaminations in unidirectional laminates are in good agreement with experimental data. Finally, using a recently proposed test that characterizes the interaction of delamination and matrix cracks in cross-ply laminates, the present numerical results of the delamination migration caused by the coupled failure mechanisms are consistent with experimental observations.","B. Delamination,B. Fracture,C. Computational modeling,C. Finite element analysis (FEA)","LibinZhaoa,JieZhiab,JianyuZhangc,ZhanliLiud,NingHuc","Composites Part A: Applied Science and Manufacturing","https://doi.org/10.1016/j.compositesa.2015.10.007","https://www.sciencedirect.com/science/article/pii/S1359835X1500353X"
"A36","Subject Index","","","","Standard Handbook of Petroleum and Natural Gas Engineering,Standard Handbook of Petroleum and Natural Gas Engineering (Third Edition)","https://doi.org/10.1016/B978-0-12-383846-9.09989-6","https://www.sciencedirect.com/science/article/pii/B9780123838469099896"
"A37","Chapter 10: SHM of Fatigue Degradation and Other In-Service Damage of Aerospace Composites","","In-service damage,operational loads,environmental factors,gradual degradation,strain monitoring,acoustic emission, AE,operational life,flight profiles,strain distribution,local failures,matrix microcracking,delamination,pitch-catch,fiber optics,cross-ply,electrical resistance,dielectric measurements,adhesive joints,composite patch repairs","VictorGiurgiutiu","Structural Health Monitoring of Aerospace Composites,Structural Health Monitoring of Aerospace Composites","https://doi.org/10.1016/B978-0-12-409605-9.00010-6","https://www.sciencedirect.com/science/article/pii/B9780124096059000106"
"A38","Index","","","","Handbook of Materials Failure Analysis with Case Studies from the Aerospace and Automotive Industries,Handbook of Materials Failure Analysis with Case Studies from the Aerospace and Automotive Industries","https://doi.org/10.1016/B978-0-12-800950-5.09993-2","https://www.sciencedirect.com/science/article/pii/B9780128009505099932"
"A39","Characterising bonded joints with a thick and flexible adhesive layer–Part 1: Fracture testing and behaviour","Adhesively bonded structural joints have increasingly found applications in automotive primary structures, joining dissimilar lighter-weight materials. Low-modulus rubbery adhesives are attracting rising interest as an alternative to conventional rigid structural adhesives due to benefits such as the excellent impact resistance they provide. This paper is the first of two parts that investigate, both experimentally and numerically, the mechanical behaviour of a rubbery adhesive and the bonded joints to be used in a lightweight automobile structure. This part 1 paper characterises the fracture behaviour of the flexible adhesive layer with thick bondlines and presents a way to reliably determine the fracture mechanics parameters under a range of loading modes. Assessment of the various fracture tests indicated that DCB and SLB should provide mode I and mixed mode fracture energies but that the conventional ENF for mode II would not be practical for such compliant adhesive layers. Instead a cracked thick adherend shear specimen was developed and used. Reliable fracture energies were obtained from these specimens and a mixed mode fracture criterion developed for application in the part 2 paper.","Polyurethane,Fracture toughness,Steels,Resin based composites,Mixed mode","K.Hasegawaa,A.D.Crocombea,F.Coppuckb,D.Jewelb,S.Maherb","International Journal of Adhesion and Adhesives","https://doi.org/10.1016/j.ijadhadh.2015.09.003","https://www.sciencedirect.com/science/article/pii/S0143749615001396"
"A40","An experimental investigation of interlaminar and intralaminar dynamic fracture of CFRPs: Effect of matrix modification using carbon nanotubes","In this work, mode-I dynamic interlaminar and intralaminar fracture behaviors of carbon fiber reinforced polymers (CFRPs) are studied. Thick unidirectional composites were fabricated and their fracture performance was characterized under quasi-static three-point bending and dynamic one-point impact loading conditions. Both crack initiation and growth characteristics under stress-wave dominant conditions were evaluated in the latter case. The optical methods of digital image correlation (DIC) and ultra-high speed photography were employed to monitor crack tip deformations around transiently growing cracks. All relevant elastic properties were measured ultrasonically in order to determine stress intensity factors (SIFs). Interlaminar fracture responses were compared to the intralaminar counterparts using specimens of identical dimensions from the same original composite plate. Carbon nanotubes (CNTs) were then added with the aim of improving interlaminar fracture properties. While CNTs did not lead to improvements in critical stress intensity factor (KIC/KI-inid), they did lead to modest improvements in fracture toughness (GIC/GI-inid) under both quasi-static (+34%) and dynamic (+16%) loading conditions with significant scatter observed in these measurements.","Dynamic fracture,Inter-/Intra-laminar fracture,Carbon fiber reinforced composites,Digital image correlation,Carbon nanotubes,Ultrasonic measurements","Robert W.Bedsolea,Philip B.Bogertb,Hareesh V.Tippura","Composite Structures","https://doi.org/10.1016/j.compstruct.2015.07.016","https://www.sciencedirect.com/science/article/pii/S0263822315005589"
"A41","The influence of hydrothermal conditioning on the Mode-I, thermal and flexural properties of Carbon/Benzoxazine composites with a thermoplastic toughening interlayer","Carbon/Benzoxazine laminates with and without non-woven thermoplastic fibrous polyamide (PA) veils at the interlaminar regions were manufactured using Vacuum Assisted Resin Transfer Moulding (VARTM). The effect of the interlaminar thermoplastic veils on the Mode-I strain energy release rate (GIC), flexural stiffness, glass transition temperature (Tg) and water absorption behaviour was determined using two commercially available Benzoxazine resins. Despite an increase in the maximum moisture content, the veils greatly enhanced GIC by an increase in fibre bridging of PA fibres, with concurrent reductions in flexural stiffness. Water ingress resulted in large reductions in the Tg, although no significant change was observed due to the PA interlayers. Fibre bridging and fibre pull-out were the main mechanisms by which the veils assisted in resisting delamination. The presence of the water was observed to degrade mechanical properties due to a reduction in fibre/matrix interfacial strength, molecular degradation and plasticisation of the matrix.","A. Carbon fibre,A. Thermosetting resin,B. Fracture toughness,B. Environmental degradation","N.H.Nash,D.Ray,T.M.Young,W.F.Stanley","Composites Part A: Applied Science and Manufacturing","https://doi.org/10.1016/j.compositesa.2015.04.023","https://www.sciencedirect.com/science/article/pii/S1359835X15001955"
"A42","3: Testing, Experiments and Properties of HSREP","Normal-incidence and pressure-shear plate impact experiments have been conducted to study the mechanical response of an elastomer, polyurea P-1000, at high strain rates – 105–106 s-1 – and high pressures – up to 18 GPa. Configurations with samples sandwiched between two hard plates have been used to conduct constant-pressure, pressure-change, and low-pressure experiments to investigate the pressure dependence of the shearing resistance. A symmetric pressure-shear plate impact configuration has been used to measure directly the thickness-averaged nominal strain rates of the sample – as well as the tractions on both of its interfaces with linear elastic plates. Release wave experiments have been used to capture the behavior at compressive stresses below 0.5 GPa, and still lower until tensile failure occurs. From these experiments, the quasi-isentrope of polyurea is obtained as well as its high-strain-rate shearing resistance at pressures up to 18 GPa. The experimental results show that the shearing resistance of polyurea increases strongly – essentially proportionally – with increasing pressure.Based on these experimental results, a quasi-linear viscoelasticity model is introduced to capture the observed nonlinear pressure-volume behavior, the strong dependence of shearing resistance on pressure, and the strong relaxation of deviatoric stresses. This model has been implemented in Abaqus to simulate the response of polyurea P-1000 under the impact conditions of the various experiments. Results of these simulations are compared with the experimental results to gain understanding of the viability of the proposed model. Finally, an assessment is made of current understanding of the mechanical response of polyurea P-1000 and what further high-strain-rate and high-pressure research is required.Certain elastomers, when present on the front (strike-face) side of steel, significantly enhance the resistance to ballistic penetration. The mechanism is primarily twofold: (1) impact induces a viscoelastic phase transition in the polymer, with consequent large energy absorption; and (2) the transient hardening of the rubber (by approximately. three orders of magnitude) spreads the impact force laterally, reducing the local pressure. The result is armor having improvements in ballistic performance of approximately 50% without additional weight (or substantial reductions in areal density without loss of penetration resistance). Variations on this approach, using multiple rubber or steel layers, or replacing the elastomer coating with a laminate composed of thin elastomer and metal layers, are described.The question of the range of applicability of the time–temperature superposition principle or of time–temperature equivalence has often been questioned. Specifically, the assurance that the “extrapolation” of data acquired at strain rates and time scales appropriate for quasistatic deformations may be appropriate under conditions involving very high rate or extremely short time scales has not been guaranteed in the past. Evidence is presented here showing that the use of data derived from quasistatic deformation histories is applicable to time scales that are shorter by factors of 106–108 which cover most of the deformation rates germane to explosive environments.","elastomer,polyurea,high strain rate,high pressure,pressure-shear,plate impact,quasi-linear viscoelasticity,elastomers,polyurea (PU),fragment simulating projectiles,coating,ballistics,viscoelasticity,polymer time response,explosive viscoelasticity,time–temperature superposition principle,time–temperature equivalence,quasistatic vs high rate viscoelasticity","","Elastomeric Polymers with High Rate Sensitivity,Elastomeric Polymers with High Rate Sensitivity","https://doi.org/10.1016/B978-0-323-35400-4.00003-9","https://www.sciencedirect.com/science/article/pii/B9780323354004000039"
"A43","Fatigue crack growth study of CFRP patch repaired Al 2014-T6 panel having an inclined center crack using FEA and DIC","In this work, the fatigue life of unrepaired and repaired Al-2014-T6 panels with an inclined center crack is investigated. Cracked panels are repaired through single- and double-sided adhesively bonded carbon fiber reinforced polymer (CFRP) patch. The fatigue crack growth is monitored experimentally using digital image correlation and numerically using 3D finite element analysis. The adhesive-interface between the panel and patch is modeled using bilinear cohesive law. The CFRP/Al-2014-T6 adhesive-interface properties are obtained from the baseline tests. Fatigue life of double-sided repaired panel is observed to be twice that of single-sided. And non-uniform crack front is observed in single-sided repaired panels.","Aluminium alloys,Cohesive zone modeling,Digital image correlation,Fatigue crack growth,Bonded joints","R.Srilakshmia,M.Ramjia,ViswanathChinthapentab","Engineering Fracture Mechanics","https://doi.org/10.1016/j.engfracmech.2014.12.012","https://www.sciencedirect.com/science/article/pii/S0013794414004081"
"A44","Chapter 1: Evaluation of Corrosion","This chapter provides an introduction to subsequent chapters. It presents corrosion engineering goals to reduce impact. It evaluates corrosion cost and significance for preventing catastrophic failure in bridges, nuclear facilities, airplane components, and equipment in chemical, petrochemical, transportation, and construction industries. It briefly explains corrosion initiation conditions, electrochemical polarization, and passivity to show a relationship with different corrosion types including uniform corrosion attack, galvanic corrosion, pitting, crevice corrosion, stress corrosion cracking, intergranular corrosion, filiform corrosion, and hydrogen damage. The chapter also describes corrosion rate determination techniques and corrosion rate calculation from corrosion current.","Introduction to corrosion engineering,Corrosion initiation,Electrochemical polarization,Passivity,Corrosion types,Corrosion current,Corrosion rate determination","Branko N.Popov","Corrosion Engineering,Corrosion Engineering","https://doi.org/10.1016/B978-0-444-62722-3.00001-X","https://www.sciencedirect.com/science/article/pii/B978044462722300001X"
"A45","9: Mesh-independent matrix cracking and delamination modeling in advanced composite materials","Rapid increases in the utilization of composite materials in aviation and other lightweight applications has revitalized interest in manufacturing, performance, and cost characteristics of these materials. The cost associated with such advanced structures, however, is determined less by the cost of the materials than by design and qualification expense. Detailed modeling of deformation and fracture of composite materials is widely considered a critical step towards a new design and qualification paradigm where significant amount of testing will be replaced by computational simulation. The complexity of the problem lies in the interaction of various modes of damage such as matrix cracking, delamination, and fiber failure, which cooperatively lead to a loss of load-carrying capacity and/or loss of integrity.A regularized extended finite element method (Rx-FEM) has been developed and implemented, allowing the modeling of complex interactive networks of matrix cracks and delaminations in a discrete damage modeling (DDM) framework. The regularized formulation preserves the element Gauss integration schema for arbitrary cracking direction and allows straightforward connections between neighboring plies with different orientations of properties and cracks. A cohesive zone method is used in conjunction with Rx-FEM to predict the damage associated with matrix cracking and delamination evolution. Ply level stiffness, strength, and fracture toughness properties measured in independent experiments are the only properties required for analysis.The DDM methodology appears to be well suited to a large number of complicated damage evolution problems in composite materials. It has been applied to unidirectional lamina, multidirectional laminates, notched laminates, and now textile composites. Experimental efforts to validate textile simulation results are currently underway. The DDM methodology is being extended to include other important aspects of damage simulation in composite materials. These include addressing fatigue damage evolution, microscale geometric specimens, realistic stochastic considerations, and thermal-oxidative damage growth. The DDM framework presented herein provides a predictive tool for modeling complex composite material damage evolution.","Composites laminates,Progressive failure,Rx-FEM,Phantom nodes,Textile composites","E.V.Iarve*,D.H.Mollenhauer†","Numerical Modelling of Failure in Advanced Composite Materials,Numerical Modelling of Failure in Advanced Composite Materials","https://doi.org/10.1016/B978-0-08-100332-9.00009-8","https://www.sciencedirect.com/science/article/pii/B9780081003329000098"
"A46","1: The virtual crack closure technique for modeling interlaminar failure and delamination in advanced composite materials","This chapter gives an overview of the virtual crack closure technique (VCCT) and provides insight into its application and pitfalls. We give equations for two-dimensional elements, as well as three-dimensional solid and plate/shell elements. This chapter presents necessary modifications for the use of the method with geometrically nonlinear finite element analysis and corrections required for elements at the crack tip with different lengths and widths. Modeling and implementation aspects are discussed, as well as mixed-mode fracture criteria and standardized test methods to obtain fracture toughness data used in the analyses. Additionally, we address problems associated with cracks or delaminations located at a bimaterial interface. Further, in this chapter we demonstrate the development and application of benchmark examples for the assessment of delamination propagation capabilities. Evolving methods and future trends are introduced and recommendations for the successful use of VCCT are provided together with an application example and extensive references to key publications.","Virtual crack closure technique,Interlaminar failure,Delamination,Composites,Linear elastic fracture mechanics","R.Krueger","Numerical Modelling of Failure in Advanced Composite Materials,Numerical Modelling of Failure in Advanced Composite Materials","https://doi.org/10.1016/B978-0-08-100332-9.00001-3","https://www.sciencedirect.com/science/article/pii/B9780081003329000013"
"A47","Abstract","","","","Fuel and Energy Abstracts","https://doi.org/10.1016/j.fueleneab.2014.10.002","https://www.sciencedirect.com/science/article/pii/S0140670114000356"
"A48","Enhanced crack detection sensitivity of carbon fiber composites by carbon nanotubes directly grown on carbon fibers","The ability of highly conductive hybrid carbon–fiber/carbon nanotube loaded epoxy composites to sense matrix cracking damage in situ is demonstrated. Multi-walled carbon-nanotubes (MWCNTs) are grown perpendicular to and on the surface of a woven carbon–fiber fabric using a chemical vapor deposition process. An increase in sensitivity of resistance change under interlaminar fracture is shown through a series of double cantilever beam (DCB) tests on samples prepared with MWCNTs grown on both sides of carbon–fiber fabric lamina placed at the top and bottom surfaces of an 8-layer test panel whereas samples with MWCNTs inside the samples did not show much increase in sensitivity of resistance change compared with the baseline samples without MWCNTs. The results suggest that the addition of surface positioned hierarchical carbon-nanotube lamina on composite structures has the potential for autonomic sensing of internal matrix damage.","A. Carbon fiber,A. Nano-structures,B. Delamination,B. Electrical properties","HansangKim","Composites Part B: Engineering","https://doi.org/10.1016/j.compositesb.2013.12.063","https://www.sciencedirect.com/science/article/pii/S1359836813007932"
"A49","An XFEM-based methodology for fatigue delamination and permeability of composites","A methodology for the simulation of thermal fatigue delamination in composites and prediction of delaminated crack opening displacement (DCOD) and composite laminate permeability is presented. This is critical for the safe design of composite cryogenic fuel tanks. The methodology, which is based on an extended finite element method for simulation of crack growth, does not require a priori definition of initial crack (delamination) length or crack propagation path. In contrast, previous work required estimation of delamination length and corresponding number of thermal cycles based on experimental measurements. The methodology is validated against measurements from standardised static and fatigue delamination test methods. Prediction of delamination crack growth in a quasi-isotropic laminate under cryogenic fatigue loading is used to establish the effect of initial interlaminar defect length on subsequent crack growth, as well as the effect of delamination length on DCOD and permeability. A key additional benefit is that the proposed method can simulate both inter- and intralaminar crack growth in two- and three-dimensional geometries.","Polymer–matrix composites,Carbon fibres,Fatigue,Delamination,Finite element analysis (XFEM)","D.M.Grogan,S.B.Leen,C.M.Ó Brádaigh","Composite Structures","https://doi.org/10.1016/j.compstruct.2013.07.050","https://www.sciencedirect.com/science/article/pii/S0263822313003887"
"A50","1.03: Testing of Polymeric Materials","The present article reviews basic techniques widely used for fundamental research, as well as in the plastics and composites industries, for the characterization of polymer-based materials destined for bulk applications, such as packaging, construction, transport, consumer electronics, and household appliances. As a result, the focus is on processing and mechanical performance, so that particular attention is given to rheological and mechanical test methods, and the determination of the physical and morphological characteristics upon which these depend.","Composites,Environmental testing,Fracture mechanics,Impact resistance,Mechanical properties,Plastics,Polymers,Rheology,Viscoelasticity","C.J.G.Plummer","Comprehensive Materials Processing","https://doi.org/10.1016/B978-0-08-096532-1.00103-5","https://www.sciencedirect.com/science/article/pii/B9780080965321001035"
"A51","Backmatter","","","John S.Dick","How to Improve Rubber Compounds,How to Improve Rubber Compounds (Second Edition)","https://doi.org/10.3139/9781569905340.bm","https://www.sciencedirect.com/science/article/pii/B9781569905333500087"
"A52","Index","","","","Comprehensive Hard Materials","https://doi.org/10.1016/B978-0-08-096527-7.18001-8","https://www.sciencedirect.com/science/article/pii/B9780080965277180018"
"A53","Index","","","","Comprehensive Materials Processing","https://doi.org/10.1016/B978-0-08-096532-1.18001-X","https://www.sciencedirect.com/science/article/pii/B978008096532118001X"
"A54","Index","","","","Developments in Fiber-Reinforced Polymer (FRP) Composites for Civil Engineering,Developments in Fiber-Reinforced Polymer (FRP) Composites for Civil Engineering","https://doi.org/10.1533/9780857098955.index","https://www.sciencedirect.com/science/article/pii/B9780857092342500233"
"A55","Subject Index","","","WolfgangGrellmann,SabineSeidler","Polymer Testing,Polymer Testing (Second Edition)","https://doi.org/10.3139/9781569905494.bm","https://www.sciencedirect.com/science/article/pii/B9781569905487500141"
"A56","8: Improvements in bonding metals for aerospace and other applications","This chapter discusses the developments in materials, processes and design, which make adhesive bonding an efficient and durable joining technology for metal structures. The chapter reviews the developments in adhesives and surface treatments for metal-bonded joints, which have improved the mechanical properties and processing characteristics, as well as significantly enhanced durability under humid or corrosive environments. Developments in joint design are discussed, from simple lap joints to complex bonded metal laminates. Further improvements in modelling and testing techniques are reviewed, which have led to more accurate prediction and determination of joint strength and durability.","metal-bonded joints,surface treatment of metallic substrates,durability,joint design,strength prediction","A.Kwakernaak,J.Hofstede,J.Poulis,R.Benedictus","Welding and Joining of Aerospace Materials,Welding and Joining of Aerospace Materials","https://doi.org/10.1533/9780857095169.2.235","https://www.sciencedirect.com/science/article/pii/B9781845695323500083"
"A57","A review of finite element analysis of adhesively bonded joints","The need to design lightweight structures and the increased use of lightweight materials in industrial fields, have led to wide use of adhesive bonding. Recent work relating to finite element analysis of adhesively bonded joints is reviewed in this paper, in terms of static loading analysis, environmental behaviors, fatigue loading analysis and dynamic characteristics of the adhesively bonded joints. It is concluded that the finite element analysis of adhesively bonded joints will help future applications of adhesive bonding by allowing system parameters to be selected to give as large a process window as possible for successful joint manufacture. This will allow many different designs to be simulated in order to perform a selection of different designs before testing, which would currently take too long to perform or be prohibitively expensive in practice.","Adhesive bonding,Joint design,Finite element stress analysis,Fracture mechanics,Dynamic mechanical analysis","XiaocongHe","International Journal of Adhesion and Adhesives","https://doi.org/10.1016/j.ijadhadh.2011.01.006","https://www.sciencedirect.com/science/article/pii/S0143749611000169"
"A58","Index","","","","Stress Corrosion Cracking,Stress Corrosion Cracking","https://doi.org/10.1533/9780857093769.backmatter","https://www.sciencedirect.com/science/article/pii/B9781845696733500262"
"A59","Index","","","","Non-Crimp Fabric Composites,Non-Crimp Fabric Composites","https://doi.org/10.1533/9780857092533.index","https://www.sciencedirect.com/science/article/pii/B9781845697624500278"
"A60","A fatigue degradation law for cohesive interface elements – Development and application to composite materials","A cohesive zone interface element degradation law is presented for analyzing delamination crack propagation under cyclic loading. Development of the law is based on a detailed study of the numerical cohesive zone and the extraction of strain energy release rate from this zone, enabling a direct link with experimental Paris Law data. The law is implemented using three-dimensional interface elements within the explicit finite element code LS-Dyna. Validation is presented by way of application to composite material fatigue fracture toughness tests; Double Cantilever Beam for Mode I, End Notch Flexure for mode II and Mixed Mode Bending for the mixed mode case. In all cases good agreement with experimental data available in the open literature and/or theoretical solutions was obtained.","Cohesive zone,Delamination,Interface elements,Fatigue","Paul W.Harper,Stephen R.Hallett","International Journal of Fatigue","https://doi.org/10.1016/j.ijfatigue.2010.04.006","https://www.sciencedirect.com/science/article/pii/S0142112310000988"
"A61","14: Developments in testing adhesive joints","This chapter covers the large and varied field of adhesive joint testing and focuses on the applications of joint testing for load-bearing structural applications, including quality control, material/process screening and design (data acquisition and verification) and developments in testing. The emphasis is on factors that affect the accuracy, relevance and reliability of the test data delivered by the joint test. The tests described were generally developed for rigid, structural adhesives, such as epoxies and acrylics, but most can also be applied to flexible adhesives. Case studies demonstrating the use of adhesive joint testing are provided.","design,fracture,quality assurance,shear,specimen preparation,strain measurement,tension","BruceDuncan","Advances in Structural Adhesive Bonding,Advances in Structural Adhesive Bonding","https://doi.org/10.1533/9781845698058.3.389","https://www.sciencedirect.com/science/article/pii/B9781845694357500146"
"A62","Abstracts","","","","Fuel and Energy Abstracts","https://doi.org/10.1016/j.fueleneab.2009.12.004","https://www.sciencedirect.com/science/article/pii/S0140670109000459"
"A63","8: Improvements in bonding metals (steel, aluminium)","This chapter discusses the developments in materials, processes and design, which make adhesive bonding an efficient and durable joining technology for metal structures. The chapter reviews the developments in adhesives and surface treatments for metal bonded joints, which have improved the mechanical properties and processing characteristics as well as significantly enhanced durability under humid or corrosive environments. Next developments in joint design are discussed, from simple lap joints to complex bonded metal laminates. Further improvements in modelling and testing techniques are reviewed, which have led to more accurate prediction and determination of joint strength and durability.","metal bonded joints,surface treatment of metallic substrates,durability,joint design,strength prediction","KwakernaakA.,HofstedeJ.,PoulisJ.,BenedictusR.","Advances in Structural Adhesive Bonding,Advances in Structural Adhesive Bonding","https://doi.org/10.1533/9781845698058.2.185","https://www.sciencedirect.com/science/article/pii/B9781845694357500080"
"A64","Abstracts","","","","Journal of Thoracic Oncology","https://doi.org/10.1097/JTO.0b013e31818c772f","https://www.sciencedirect.com/science/article/pii/S1556086415333116"
"A65","Effect of Z-pins' diameter, spacing and overlap length on connecting performance of CMC single lap joint","The effect of through-thickness reinforcement by composite pins (Z-pins) on the static tensile strength and failure mechanisms of the joints made from ceramic matrix composite (CMC) is investigated. Overlap length of the single lap joint is 15 mm, 20 mm, 23 mm, 37 mm, and 60 mm, respectively. The experimental results indicate that the final failure modes of the joints can be divided into two groups, (a) the bond-line stops debonding until crack encounters Z-pins; and then the adherends break at the location of Z-pins, when overlap length is more than 20 mm; (b) the bond-line detaches entirely and Z-pins are drawn from adherends, when overlap length is equal to 15 mm. A simple efficient computational approach is presented for analyzing the benefit of through-thickness pins for restricting failure in the single lap joints. Here, the mechanics problem is simplified by representing the effect of the pins by tractions acting on the fracture surfaces of the cracked bond-line. The tractions are prescribed as functions of the crack displacement, which are available in simple forms that summarize the complex deformations to a reasonable accuracy. The resulting model can be used to track the evolution of complete failure mechanisms, for example, bond-line initial delamination and ultimate failure associated with Z-pin pullout, ultimate failure of the adherends. The paper simulates connecting performance of the single lap joints with different Z-pins' diameter, spacing and overlap length; the numerical results agree with the experimental results; the numerical results indicate enlarging diameter and decreasing spacing of Z-pins are in favor of improving the connecting performance of the joints. By numerical analysis method, the critical overlap length that lies between two final failure modes is between 18 mm and 19 mm, when Z-pins' diameter and spacing are 0.4 mm, 5 mm, respectively.","ceramic matrix composite (CMC),single lap joint,Z-pins,connecting performance,overlap length,diameter,spacing","YongqiangTao,GuiqiongJiao,BoWang,YanjunChang","Acta Mechanica Solida Sinica","https://doi.org/10.1007/s10338-008-0856-8","https://www.sciencedirect.com/science/article/pii/S089491660960224X"
"A66","9: Modelling accelerated ageing in polymer composites","","","G.Mensitieri,M.Iannone","Ageing of Composites,Ageing of Composites","https://doi.org/10.1533/9781845694937.1.224","https://www.sciencedirect.com/science/article/pii/B9781845693527500096"
"A67","Index","","","","Ageing of Composites,Ageing of Composites","https://doi.org/10.1533/9781845694937.index","https://www.sciencedirect.com/science/article/pii/B9781845693527500230"
"A68","Cohesive modeling of delamination in Z-pin reinforced composite laminates","The mode I interlaminar fracture in Z-pin reinforced composite laminates is modeled using a cohesive volumetric finite element (CVFE) scheme. The test configuration used in this study is a Z-pin reinforced double cantilever beam specimen. A bilinear rate-independent but damage-dependent cohesive traction–separation law is adopted to model the fracture of the unreinforced composite and discrete nonlinear spring elements to represent the effect of the Z-pins. The delamination toughness and failure strength of the Z-pin reinforced composites are determined by a detailed comparison study of the numerical modeling results with experimental data. To further reduce the computational effort, we introduce an equivalent distributed cohesive model as a substitute for the discrete nonlinear spring representation of the Z-pins. The cohesive model is implemented on various test problems with varying failure parameters and for varying spatial Z-pin reinforcement configurations showing good agreement with the experimental results.","Z-pin,Cohesive modeling,Fracture toughness,CVFE scheme,Mode I failure,Double cantilever beam,C. Delamination","VenkataDantuluri,SpandanMaiti,Philippe H.Geubelle,RakeshPatel,HakanKilic","Composites Science and Technology","https://doi.org/10.1016/j.compscitech.2006.07.024","https://www.sciencedirect.com/science/article/pii/S0266353806002764"
"A69","Subject Index","","","","Comprehensive Medicinal Chemistry II,Comprehensive Medicinal Chemistry II","https://doi.org/10.1016/B0-08-045044-X/09001-5","https://www.sciencedirect.com/science/article/pii/B008045044X090015"
